verb1,prop1,verb2,prop2
288,0.6,250,0.2
288,0.8333333333333334,430,0.16666666666666666
288,0.8571428571428571,59,0.14285714285714285
288,0.6666666666666666,628,0.2222222222222222
288,0.6666666666666666,628,0.3333333333333333
288,0.8387096774193549,59,0.06451612903225806
288,0.375,59,0.25
288,0.42857142857142855,191,0.14285714285714285
288,0.3181818181818182,319,0.22727272727272727
288,0.625,96,0.125
288,0.3333333333333333,59,0.3333333333333333
288,1.0,0,0.0
288,0.8333333333333334,628,0.16666666666666666
288,0.375,59,0.125
288,0.6,414,0.2
288,0.5714285714285714,191,0.14285714285714285
288,1.0,0,0.0
288,1.0,0,0.0
288,1.0,0,0.0
288,0.8571428571428571,59,0.14285714285714285
288,0.25,4372,0.125
288,0.2,59,0.6
288,0.14285714285714285,772,0.2857142857142857
288,0.8,3772,0.2
288,0.8333333333333334,628,0.16666666666666666
288,0.5,38,0.125
288,1.0,0,0.0
288,0.8333333333333334,59,0.16666666666666666
288,1.0,0,0.0
288,0.75,59,0.25
288,0.4,250,0.2
288,0.8,772,0.2
288,0.8333333333333334,628,0.16666666666666666
288,0.6666666666666666,237,0.16666666666666666
288,0.5714285714285714,191,0.14285714285714285
288,0.625,96,0.125
288,0.8,653,0.2
288,0.8333333333333334,628,0.16666666666666666
288,0.6666666666666666,59,0.16666666666666666
288,0.8,1835,0.2
288,0.8571428571428571,59,0.14285714285714285
288,0.4,1666,0.2
288,1.0,0,0.0
288,0.375,59,0.25
288,0.6666666666666666,59,0.16666666666666666
288,0.2,191,0.6
288,0.75,1835,0.125
288,0.8,628,0.2
288,0.8888888888888888,14,0.1111111111111111
288,0.6,628,0.4
288,0.3333333333333333,91,0.16666666666666666
288,0.16666666666666666,191,0.16666666666666666
288,1.0,0,0.0
288,1.0,0,0.0
288,0.6,213,0.2
288,0.625,1835,0.25
288,1.0,0,0.0
288,1.0,0,0.0
288,0.8,59,0.2
288,1.0,0,0.0
288,0.4,396,0.2
288,0.75,523,0.25
288,0.3333333333333333,59,0.3333333333333333
288,0.5,250,0.16666666666666666
288,0.4,191,0.2
288,0.6,250,0.2
288,0.6666666666666666,59,0.16666666666666666
288,1.0,0,0.0
288,0.75,1835,0.125
288,1.0,0,0.0
288,0.6,628,0.2
288,0.8333333333333334,628,0.16666666666666666
288,0.8,628,0.2
288,1.0,0,0.0
288,0.2,96,0.2
288,0.4166666666666667,583,0.1111111111111111
288,0.3125,772,0.125
288,0.045454545454545456,772,0.22727272727272727
288,0.16,537,0.12
288,1.0,0,0.0
288,1.0,0,0.0
288,0.3333333333333333,628,0.16666666666666666
288,0.2,1835,0.4
288,0.8333333333333334,430,0.16666666666666666
288,0.6,250,0.2
288,0.16666666666666666,2757,0.3333333333333333
288,0.8,628,0.2
288,0.2,583,0.6
288,0.75,1835,0.125
288,0.4,2445,0.2
288,0.2,537,0.4
288,0.3125,772,0.125
288,0.32,515,0.24
288,0.3181818181818182,319,0.22727272727272727
288,1.0,0,0.0
288,0.6666666666666666,628,0.16666666666666666
288,0.875,59,0.125
288,0.8,1835,0.2
288,1.0,0,0.0
288,0.14285714285714285,59,0.2857142857142857
288,0.5714285714285714,191,0.14285714285714285
288,0.5714285714285714,653,0.14285714285714285
288,1.0,0,0.0
288,0.6666666666666666,59,0.16666666666666666
288,0.4166666666666667,583,0.1111111111111111
288,0.7142857142857143,653,0.14285714285714285
288,0.6,628,0.4
288,0.4,59,0.4
288,1.0,0,0.0
288,0.8387096774193549,59,0.06451612903225806
288,0.75,523,0.25
288,1.0,0,0.0
288,0.6,213,0.2
288,0.6,59,0.4
288,0.037037037037037035,194,0.3333333333333333
288,0.375,59,0.25
288,0.4166666666666667,583,0.1111111111111111
288,0.28,579,0.12
288,0.8387096774193549,59,0.06451612903225806
288,0.6666666666666666,628,0.3333333333333333
288,1.0,0,0.0
288,0.6,628,0.2
288,0.8333333333333334,1835,0.16666666666666666
288,1.0,0,0.0
288,0.5,523,0.125
288,0.4166666666666667,583,0.1111111111111111
288,0.32,515,0.24
288,0.3181818181818182,319,0.22727272727272727
288,0.5,523,0.125
288,0.5,523,0.125
288,0.23809523809523808,628,0.14285714285714285
288,0.8387096774193549,59,0.06451612903225806
288,0.28,579,0.12
288,0.32142857142857145,628,0.14285714285714285
288,0.8387096774193549,59,0.06451612903225806
288,0.32,515,0.24
288,0.3125,772,0.125
288,0.2,96,0.2
288,0.3181818181818182,319,0.22727272727272727
288,0.5,250,0.16666666666666666
288,0.6666666666666666,628,0.2222222222222222
288,0.8,59,0.2
288,1.0,0,0.0
288,1.0,0,0.0
288,1.0,0,0.0
288,0.5,523,0.125
288,0.32142857142857145,628,0.14285714285714285
288,0.375,628,0.25
288,0.75,59,0.125
288,0.23809523809523808,628,0.14285714285714285
288,0.6666666666666666,59,0.16666666666666666
288,0.6,628,0.4
288,0.1111111111111111,250,0.2222222222222222
288,0.6666666666666666,59,0.16666666666666666
288,0.2,59,0.2
288,0.6666666666666666,628,0.2222222222222222
288,1.0,0,0.0
288,0.5714285714285714,653,0.14285714285714285
288,1.0,0,0.0
288,0.6666666666666666,59,0.16666666666666666
288,0.8,772,0.2
288,0.6666666666666666,237,0.16666666666666666
288,0.5,523,0.125
288,1.0,0,0.0
288,0.4,59,0.2
288,0.6,628,0.2
288,1.0,0,0.0
288,0.6,59,0.4
288,0.75,59,0.125
288,0.32142857142857145,628,0.14285714285714285
288,0.3181818181818182,319,0.22727272727272727
288,0.8387096774193549,59,0.06451612903225806
288,0.3125,772,0.125
288,0.375,59,0.25
288,0.4166666666666667,583,0.1111111111111111
288,0.8,3772,0.2
288,0.75,59,0.25
288,0.16,537,0.12
288,1.0,0,0.0
288,0.8888888888888888,14,0.1111111111111111
288,0.6,59,0.4
288,0.875,59,0.125
288,0.8333333333333334,430,0.16666666666666666
288,0.7142857142857143,628,0.2857142857142857
288,1.0,0,0.0
288,0.8333333333333334,653,0.16666666666666666
288,0.3333333333333333,414,0.5
288,0.6,191,0.4
288,0.6,628,0.4
288,0.25,4372,0.125
288,0.625,1835,0.25
288,0.8571428571428571,628,0.14285714285714285
288,0.8888888888888888,14,0.1111111111111111
288,1.0,0,0.0
288,0.75,59,0.25
288,0.8333333333333334,653,0.16666666666666666
288,0.5,191,0.16666666666666666
288,0.8387096774193549,59,0.06451612903225806
288,0.32142857142857145,628,0.14285714285714285
288,1.0,0,0.0
288,0.4,1835,0.4
288,0.8888888888888888,14,0.1111111111111111
288,0.8571428571428571,628,0.14285714285714285
288,0.6666666666666666,628,0.16666666666666666
288,0.4,250,0.2
288,0.2,494,0.2
288,1.0,0,0.0
288,0.6,59,0.2
288,1.0,0,0.0
288,0.6,628,0.2
288,0.8333333333333334,583,0.16666666666666666
288,0.5714285714285714,59,0.2857142857142857
288,0.8,579,0.2
288,0.8,59,0.2
288,0.6,59,0.2
288,0.6,628,0.2
288,0.75,59,0.125
288,0.8333333333333334,583,0.16666666666666666
288,0.6666666666666666,628,0.2222222222222222
288,0.5,523,0.125
288,0.3333333333333333,414,0.5
288,0.42857142857142855,191,0.14285714285714285
288,0.5,59,0.3333333333333333
288,1.0,0,0.0
288,0.6666666666666666,628,0.2222222222222222
288,0.6666666666666666,628,0.16666666666666666
288,0.2,642,0.6
288,0.8571428571428571,628,0.14285714285714285
288,0.6666666666666666,628,0.2222222222222222
288,0.16666666666666666,608,0.3333333333333333
288,0.7142857142857143,653,0.14285714285714285
288,0.375,59,0.25
288,0.7142857142857143,653,0.14285714285714285
288,0.8,579,0.2
288,0.8,628,0.2
288,0.14285714285714285,2247,0.2857142857142857
288,0.8387096774193549,59,0.06451612903225806
288,0.3125,772,0.125
288,0.8,653,0.2
288,0.5,3772,0.16666666666666666
288,0.3333333333333333,250,0.16666666666666666
288,0.5,484,0.16666666666666666
288,0.2,713,0.2
288,0.8,3772,0.2
288,0.75,1835,0.125
288,1.0,0,0.0
288,0.8,628,0.2
288,1.0,0,0.0
288,1.0,0,0.0
288,0.8,628,0.2
288,0.6,59,0.2
288,0.8571428571428571,59,0.14285714285714285
288,0.6666666666666666,628,0.16666666666666666
288,0.8,628,0.2
288,1.0,0,0.0
288,0.42857142857142855,191,0.14285714285714285
288,0.375,628,0.25
288,0.6666666666666666,628,0.3333333333333333
288,1.0,0,0.0
288,0.14285714285714285,423,0.2857142857142857
288,1.0,0,0.0
288,0.5714285714285714,653,0.14285714285714285
288,0.6666666666666666,628,0.16666666666666666
288,1.0,0,0.0
288,0.75,1835,0.125
288,0.6,628,0.2
288,0.75,1835,0.125
288,1.0,0,0.0
288,0.8333333333333334,1835,0.16666666666666666
288,0.8387096774193549,59,0.06451612903225806
288,0.19230769230769232,825,0.11538461538461539
288,0.8333333333333334,430,0.16666666666666666
288,0.6,59,0.4
288,0.7142857142857143,523,0.2857142857142857
288,0.3333333333333333,250,0.16666666666666666
288,0.875,59,0.125
288,0.7142857142857143,628,0.2857142857142857
288,0.4,59,0.2
288,1.0,0,0.0
288,0.75,1835,0.125
288,0.5,523,0.125
288,0.8,772,0.2
288,0.8571428571428571,59,0.14285714285714285
288,0.6666666666666666,59,0.16666666666666666
288,0.8387096774193549,59,0.06451612903225806
288,1.0,0,0.0
288,0.3181818181818182,319,0.22727272727272727
288,0.8333333333333334,653,0.16666666666666666
288,0.6,191,0.4
288,0.625,423,0.125
288,0.8888888888888888,14,0.1111111111111111
288,0.5,191,0.16666666666666666
288,0.6,191,0.4
288,1.0,0,0.0
288,1.0,0,0.0
288,0.6,628,0.4
288,0.08,772,0.48
288,0.4166666666666667,583,0.1111111111111111
288,0.2,14,0.4
288,0.19230769230769232,825,0.11538461538461539
288,0.28,579,0.12
288,0.375,59,0.25
288,0.8387096774193549,59,0.06451612903225806
288,0.4166666666666667,583,0.1111111111111111
288,1.0,0,0.0
288,0.16666666666666666,191,0.5
288,0.6666666666666666,628,0.16666666666666666
288,0.5714285714285714,59,0.2857142857142857
288,0.19230769230769232,825,0.11538461538461539
288,0.25,523,0.375
288,1.0,0,0.0
288,1.0,0,0.0
288,0.5,59,0.3333333333333333
288,0.75,1835,0.125
288,0.75,523,0.25
288,0.625,96,0.125
288,0.8,59,0.2
288,0.25,523,0.375
288,0.4166666666666667,583,0.1111111111111111
288,0.6666666666666666,59,0.16666666666666666
288,0.6666666666666666,628,0.16666666666666666
288,0.375,59,0.125
288,0.7142857142857143,628,0.2857142857142857
288,0.125,583,0.375
288,0.75,523,0.25
288,0.6,414,0.2
288,0.8,59,0.2
288,1.0,0,0.0
288,0.125,713,0.625
288,0.4,1666,0.2
288,0.8,59,0.2
288,0.8387096774193549,59,0.06451612903225806
288,0.3333333333333333,583,0.3333333333333333
288,0.14285714285714285,59,0.14285714285714285
288,0.5,3772,0.16666666666666666
288,0.8387096774193549,59,0.06451612903225806
288,0.5,523,0.125
288,0.8387096774193549,59,0.06451612903225806
288,0.32,515,0.24
288,0.4166666666666667,583,0.1111111111111111
288,0.6,1080,0.2
288,1.0,0,0.0
288,0.875,59,0.125
288,0.6,1080,0.2
288,0.6666666666666666,628,0.16666666666666666
288,0.8333333333333334,628,0.16666666666666666
288,1.0,0,0.0
288,0.8333333333333334,1835,0.16666666666666666
288,1.0,0,0.0
288,1.0,0,0.0
288,0.75,59,0.125
288,1.0,0,0.0
288,0.6,2683,0.2
288,0.8571428571428571,628,0.14285714285714285
288,0.4,250,0.2
288,0.8333333333333334,628,0.16666666666666666
288,0.8888888888888888,14,0.1111111111111111
288,0.75,59,0.125
288,0.875,59,0.125
288,0.8333333333333334,628,0.16666666666666666
288,0.6666666666666666,59,0.16666666666666666
288,1.0,0,0.0
288,0.7142857142857143,628,0.2857142857142857
288,1.0,0,0.0
288,0.19230769230769232,825,0.11538461538461539
288,0.28,579,0.12
288,0.8333333333333334,583,0.16666666666666666
288,0.6,646,0.2
288,0.625,96,0.125
288,1.0,0,0.0
288,1.0,0,0.0
288,0.8,59,0.2
288,0.3125,772,0.125
288,1.0,0,0.0
288,1.0,0,0.0
288,0.6666666666666666,628,0.16666666666666666
288,1.0,0,0.0
288,1.0,0,0.0
288,0.8,3772,0.2
288,0.2857142857142857,608,0.2857142857142857
288,0.4,1835,0.4
288,0.25,423,0.125
288,0.32,515,0.24
288,0.8387096774193549,59,0.06451612903225806
288,0.16,537,0.12
288,1.0,0,0.0
288,1.0,0,0.0
288,0.2,340,0.4
288,0.2,96,0.6
288,0.3333333333333333,583,0.3333333333333333
288,0.8333333333333334,628,0.16666666666666666
288,0.6666666666666666,628,0.3333333333333333
288,0.14285714285714285,96,0.42857142857142855
288,0.2,2734,0.4
288,0.3333333333333333,515,0.16666666666666666
288,0.75,59,0.125
288,0.6,213,0.2
288,0.6,2683,0.2
288,1.0,0,0.0
288,0.625,1835,0.25
288,0.8333333333333334,59,0.16666666666666666
288,0.6,1080,0.2
288,0.75,59,0.25
288,0.8333333333333334,59,0.16666666666666666
288,0.6,250,0.2
288,0.32142857142857145,628,0.14285714285714285
288,0.6666666666666666,653,0.16666666666666666
288,0.6,59,0.2
288,0.6666666666666666,628,0.16666666666666666
288,0.6666666666666666,237,0.16666666666666666
288,0.32142857142857145,628,0.14285714285714285
288,0.3125,772,0.125
288,0.4166666666666667,583,0.1111111111111111
288,1.0,0,0.0
288,0.8333333333333334,628,0.16666666666666666
288,0.8571428571428571,59,0.14285714285714285
288,0.6,646,0.2
288,0.16666666666666666,59,0.6666666666666666
288,1.0,0,0.0
288,1.0,0,0.0
288,0.16666666666666666,191,0.3333333333333333
288,0.4,191,0.2
288,1.0,0,0.0
288,0.4,396,0.2
288,0.4,59,0.4
288,0.6666666666666666,59,0.16666666666666666
288,1.0,0,0.0
288,0.4,250,0.2
288,1.0,0,0.0
288,0.6666666666666666,59,0.16666666666666666
288,0.4,3232,0.4
288,0.8888888888888888,14,0.1111111111111111
288,0.8,1835,0.2
288,0.625,1835,0.25
288,0.6666666666666666,653,0.16666666666666666
288,0.75,59,0.25
288,0.08,772,0.48
288,0.8387096774193549,59,0.06451612903225806
288,0.4166666666666667,583,0.1111111111111111
288,0.2,96,0.2
288,0.6666666666666666,59,0.16666666666666666
288,0.8571428571428571,59,0.14285714285714285
288,0.75,523,0.25
288,0.28,579,0.12
288,0.4166666666666667,583,0.1111111111111111
288,0.8387096774193549,59,0.06451612903225806
288,0.19230769230769232,825,0.11538461538461539
288,0.4,3232,0.4
288,0.75,1835,0.125
288,0.6666666666666666,628,0.16666666666666666
288,0.625,423,0.125
288,1.0,0,0.0
288,0.25,772,0.375
288,0.6,59,0.4
288,0.375,628,0.25
288,0.8571428571428571,59,0.14285714285714285
288,0.6,250,0.2
288,0.6,59,0.2
288,0.625,423,0.125
288,0.8387096774193549,59,0.06451612903225806
288,0.5714285714285714,59,0.2857142857142857
288,0.5,3772,0.16666666666666666
288,0.5,484,0.16666666666666666
288,1.0,0,0.0
288,0.8,628,0.2
288,0.7142857142857143,653,0.14285714285714285
288,0.8571428571428571,59,0.14285714285714285
288,0.8,772,0.2
288,0.6,628,0.2
288,0.5,523,0.125
288,0.3125,772,0.125
288,0.7142857142857143,523,0.2857142857142857
288,0.14285714285714285,250,0.2857142857142857
288,0.5714285714285714,59,0.2857142857142857
288,0.75,1835,0.125
288,0.3333333333333333,515,0.16666666666666666
288,0.5714285714285714,653,0.14285714285714285
288,0.8571428571428571,59,0.14285714285714285
288,1.0,0,0.0
288,0.6666666666666666,59,0.16666666666666666
288,0.2,96,0.2
288,0.7142857142857143,523,0.2857142857142857
288,0.75,1835,0.125
288,0.6,250,0.2
288,0.8333333333333334,59,0.16666666666666666
288,0.6,59,0.4
288,0.16,537,0.12
288,1.0,0,0.0
288,1.0,0,0.0
288,0.6666666666666666,653,0.16666666666666666
288,0.8333333333333334,583,0.16666666666666666
288,0.3125,772,0.125
288,0.32142857142857145,628,0.14285714285714285
288,0.375,59,0.25
288,0.8387096774193549,59,0.06451612903225806
288,0.875,59,0.125
288,0.5,38,0.125
288,1.0,0,0.0
288,0.6,628,0.4
288,0.8333333333333334,653,0.16666666666666666
288,0.7142857142857143,653,0.14285714285714285
288,0.4,2445,0.2
288,1.0,0,0.0
288,0.8333333333333334,628,0.16666666666666666
288,0.5,523,0.125
288,0.8,653,0.2
288,0.875,59,0.125
288,0.6666666666666666,628,0.16666666666666666
288,0.8333333333333334,59,0.16666666666666666
288,1.0,0,0.0
288,0.3125,772,0.125
288,0.3333333333333333,628,0.16666666666666666
288,0.5,38,0.125
288,1.0,0,0.0
288,0.5714285714285714,59,0.2857142857142857
288,0.6,628,0.2
288,0.5,250,0.16666666666666666
288,0.375,59,0.25
288,0.4166666666666667,583,0.1111111111111111
288,0.8387096774193549,59,0.06451612903225806
288,0.32,515,0.24
288,0.28,579,0.12
288,0.4166666666666667,583,0.1111111111111111
288,0.04,17,0.12
288,0.03571428571428571,96,0.6428571428571429
288,0.23809523809523808,628,0.14285714285714285
288,0.5,523,0.125
288,1.0,0,0.0
288,0.6,2683,0.2
288,0.5,191,0.16666666666666666
288,1.0,0,0.0
288,0.8333333333333334,1835,0.16666666666666666
288,0.3333333333333333,91,0.16666666666666666
288,1.0,0,0.0
288,0.8387096774193549,59,0.06451612903225806
288,0.8,579,0.2
288,0.16666666666666666,772,0.5
288,0.5,484,0.16666666666666666
288,0.6,646,0.2
288,0.038461538461538464,423,0.23076923076923078
288,0.23809523809523808,628,0.14285714285714285
288,0.5714285714285714,59,0.2857142857142857
288,0.8333333333333334,628,0.16666666666666666
288,0.625,423,0.125
288,0.5714285714285714,59,0.2857142857142857
288,0.25,772,0.375
288,0.5,523,0.125
288,1.0,0,0.0
288,0.8333333333333334,1835,0.16666666666666666
288,0.375,59,0.125
288,0.8333333333333334,628,0.16666666666666666
288,0.14285714285714285,3772,0.14285714285714285
288,0.625,96,0.125
288,0.16666666666666666,579,0.16666666666666666
288,0.6,191,0.4
288,0.6666666666666666,237,0.16666666666666666
288,0.5,38,0.125
288,0.32142857142857145,628,0.14285714285714285
288,0.75,523,0.25
288,0.3181818181818182,319,0.22727272727272727
288,0.6,191,0.4
288,0.5,59,0.3333333333333333
288,1.0,0,0.0
288,1.0,0,0.0
288,0.7142857142857143,628,0.2857142857142857
288,1.0,0,0.0
288,0.6,59,0.2
288,0.8,579,0.2
288,0.8571428571428571,628,0.14285714285714285
288,1.0,0,0.0
288,0.8333333333333334,583,0.16666666666666666
288,0.8387096774193549,59,0.06451612903225806
288,0.8,653,0.2
288,0.8333333333333334,628,0.16666666666666666
288,0.5714285714285714,191,0.14285714285714285
288,1.0,0,0.0
288,0.8333333333333334,653,0.16666666666666666
288,1.0,0,0.0
288,0.7142857142857143,523,0.2857142857142857
288,1.0,0,0.0
288,1.0,0,0.0
288,0.2857142857142857,608,0.2857142857142857
288,0.75,1835,0.125
288,0.16666666666666666,96,0.3333333333333333
288,0.8,59,0.2
288,0.6,191,0.4
288,1.0,0,0.0
288,1.0,0,0.0
288,0.8571428571428571,59,0.14285714285714285
288,0.6666666666666666,59,0.16666666666666666
288,0.8,1835,0.2
288,0.8333333333333334,628,0.16666666666666666
288,0.25,423,0.125
288,0.8333333333333334,430,0.16666666666666666
288,1.0,0,0.0
288,0.6,628,0.2
288,0.8571428571428571,59,0.14285714285714285
288,0.8387096774193549,59,0.06451612903225806
288,0.32142857142857145,628,0.14285714285714285
288,0.8387096774193549,59,0.06451612903225806
288,0.32,515,0.24
288,0.6666666666666666,59,0.16666666666666666
288,0.16666666666666666,1835,0.3333333333333333
288,0.7142857142857143,523,0.2857142857142857
288,0.8387096774193549,59,0.06451612903225806
288,0.8571428571428571,628,0.14285714285714285
288,0.32,515,0.24
288,0.8387096774193549,59,0.06451612903225806
288,0.625,1835,0.25
288,0.5714285714285714,59,0.2857142857142857
414,0.375,494,0.25
414,0.375,579,0.25
414,0.6,579,0.4
414,0.4,579,0.2
414,0.29411764705882354,713,0.17647058823529413
414,0.4,2247,0.4
414,0.7142857142857143,2358,0.14285714285714285
414,0.375,494,0.25
414,0.5357142857142857,17,0.07142857142857142
414,0.2916666666666667,579,0.25
414,0.038461538461538464,515,0.3076923076923077
414,0.5416666666666666,2247,0.3333333333333333
414,0.2,2271,0.2
414,0.3333333333333333,583,0.3333333333333333
414,0.16666666666666666,2247,0.5
414,0.14285714285714285,2247,0.42857142857142855
414,0.3333333333333333,2247,0.3333333333333333
414,0.3333333333333333,2247,0.3333333333333333
414,0.3333333333333333,579,0.3333333333333333
414,0.2,2757,0.2
414,0.5555555555555556,2247,0.2222222222222222
414,0.13793103448275862,579,0.20689655172413793
414,0.4,2247,0.4
414,0.6666666666666666,2247,0.3333333333333333
414,0.375,494,0.25
414,0.7142857142857143,2358,0.14285714285714285
414,0.4,2247,0.6
414,0.1111111111111111,2757,0.3333333333333333
414,0.041666666666666664,59,0.4166666666666667
414,0.2222222222222222,2358,0.3333333333333333
414,0.5,642,0.16666666666666666
414,0.09090909090909091,2757,0.36363636363636365
414,0.25,579,0.25
414,0.16666666666666666,2757,0.6666666666666666
414,0.7142857142857143,2358,0.14285714285714285
414,0.5,96,0.16666666666666666
414,0.3333333333333333,2247,0.6666666666666666
414,0.5416666666666666,2247,0.3333333333333333
414,0.25,2247,0.25
414,0.4,4356,0.4
414,0.3333333333333333,2247,0.3333333333333333
414,0.2,194,0.4
414,0.5,2247,0.16666666666666666
414,0.23809523809523808,2247,0.5714285714285714
414,0.16666666666666666,583,0.3333333333333333
414,0.034482758620689655,213,0.27586206896551724
414,0.2,191,0.2
414,0.5,2358,0.3333333333333333
414,0.14285714285714285,579,0.2857142857142857
414,0.4,579,0.2
414,0.5,1859,0.16666666666666666
414,0.2,14,0.4
414,0.2222222222222222,2247,0.4444444444444444
414,0.4,2247,0.4
414,0.125,2757,0.5
414,0.2,59,0.4
414,0.3333333333333333,2247,0.3333333333333333
414,0.42857142857142855,59,0.14285714285714285
414,0.6,342,0.2
414,0.14285714285714285,2757,0.5714285714285714
414,0.65,17,0.1
414,0.5416666666666666,2247,0.3333333333333333
414,0.4,583,0.2
414,0.2,3140,0.2
414,0.5,194,0.16666666666666666
414,0.7142857142857143,191,0.14285714285714285
414,0.6,642,0.4
414,0.2,14,0.2
414,0.2,96,0.4
414,0.3333333333333333,2247,0.3333333333333333
414,0.6666666666666666,515,0.3333333333333333
414,0.16666666666666666,2247,0.6666666666666666
414,0.5416666666666666,2247,0.3333333333333333
414,0.07407407407407407,2445,0.1111111111111111
414,0.2857142857142857,3945,0.3333333333333333
414,0.045454545454545456,642,0.2727272727272727
414,0.09090909090909091,59,0.18181818181818182
414,0.5357142857142857,17,0.07142857142857142
414,0.65,17,0.1
414,0.1111111111111111,2247,0.4444444444444444
414,0.4,583,0.2
414,0.5,288,0.3333333333333333
414,0.6666666666666666,2247,0.3333333333333333
414,0.5416666666666666,2247,0.3333333333333333
414,0.23809523809523808,2247,0.5714285714285714
414,0.2916666666666667,579,0.25
414,0.5357142857142857,17,0.07142857142857142
414,0.5714285714285714,342,0.14285714285714285
414,0.8333333333333334,2247,0.16666666666666666
414,0.16666666666666666,59,0.3333333333333333
414,0.4,2247,0.4
414,0.07142857142857142,2757,0.35714285714285715
414,0.6,237,0.2
414,0.1724137931034483,579,0.27586206896551724
414,0.06666666666666667,583,0.3
414,0.2916666666666667,579,0.25
414,0.16666666666666666,494,0.16666666666666666
414,0.5,288,0.3333333333333333
414,0.16666666666666666,2757,0.3333333333333333
414,0.65,17,0.1
414,0.13793103448275862,579,0.20689655172413793
414,0.2857142857142857,3945,0.3333333333333333
414,0.8,2247,0.2
414,0.3333333333333333,2247,0.4444444444444444
414,0.4,191,0.2
414,0.6,2247,0.4
414,0.2916666666666667,579,0.25
414,0.038461538461538464,1666,0.4230769230769231
414,0.2222222222222222,2247,0.4444444444444444
414,0.65,17,0.1
414,0.038461538461538464,250,0.23076923076923078
414,0.14285714285714285,2247,0.2857142857142857
414,0.17391304347826086,515,0.17391304347826086
414,0.5714285714285714,342,0.14285714285714285
414,0.16666666666666666,583,0.16666666666666666
414,0.42857142857142855,2358,0.14285714285714285
414,0.2,825,0.6
414,0.5416666666666666,2247,0.3333333333333333
414,0.10714285714285714,2358,0.32142857142857145
414,0.23809523809523808,2247,0.5714285714285714
414,0.1724137931034483,579,0.27586206896551724
414,0.6,579,0.2
414,0.29411764705882354,713,0.17647058823529413
414,0.4,191,0.4
414,0.3333333333333333,342,0.3333333333333333
414,0.16666666666666666,340,0.3333333333333333
414,0.5714285714285714,2271,0.14285714285714285
414,0.14285714285714285,579,0.2857142857142857
414,0.2,2757,0.4
414,0.4,191,0.4
414,0.5357142857142857,17,0.07142857142857142
414,0.2,342,0.6
414,0.16666666666666666,41,0.16666666666666666
414,0.5,2247,0.5
414,0.14285714285714285,3459,0.14285714285714285
